946cc5d2-93f2-46bd-a398-725ad8835b8a,,,,,2014-07-11,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00112507,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-07-19,,,,Anthocoridae,,,,,Orius,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Anthocoridae;Anthocorinae;Oriini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:88141a78-d8e1-11e2-99a2-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Orius insidiosus,"Say,1832",,Female,insidiosus,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eaec925-9d7e-4d1c-82fa-731c12872e7e,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127083,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:86660524-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b040e0d-fd8c-4d8a-ad2c-334e9da310d4,,,,,2014-07-11,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00112509,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Anthocoridae,,,,,Orius,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Anthocoridae;Anthocorinae;Oriini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8814209a-d8e1-11e2-99a2-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Orius insidiosus,"Say,1832",,Female,insidiosus,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64e70b54-5d88-429b-8691-77a6aeb2809a,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127074,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8665fe76-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b7b7b8e-e60b-435b-b0f7-57f744e92477,,,,,2014-07-08,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00132171,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Agallia,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Agalliinae;Agalliini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:9c115478-06f3-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Unknown,Agallia,,,Female,,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72e6e64b-e3dc-42e8-bf6c-44c551af6415,,,,,2014-12-17,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00149332,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Empoasca,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Typhlocybinae;Empoascini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:90bf8bf6-849a-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Empoasca  Empoasca,,,Male,,,North Carolina,Empoasca,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22fea02d-2d20-490b-a6a1-9e76b6c115ed,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127075,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8665ff20-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7924886-bf63-40f1-910a-9195d1b163ea,,,,,2014-12-17,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00149346,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Empoasca,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Typhlocybinae;Empoascini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:7e792c9c-84b1-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Empoasca  Empoasca,,,Female,,,North Carolina,Empoasca,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c064170-a985-41a4-8cfa-7995f3d784ab,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127076,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8665ffca-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c11f767-a67e-4fcc-b037-c60e5a5bfcd7,,,,,2012-06-21,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,UDCC_TCN 00006074,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,UDCC,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:86ce352c-d8e1-11e2-99a2-0026552be7ea,,,,,,University of Delaware,,,,,,,M. J. Rothschild,,,,,,Netting,Spissistilus festinus,"(Say,1866)",,,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c502cfb-7709-4323-821f-93ebecfc29c1,,,,,2012-04-20,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Eupatorium sp.,PreservedSpecimen,,,NCSU 0098939,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8652025e-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,M. J. Rothschild,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Male,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49b434c4-0d73-4b88-8a2a-313e325c0b3e,,,,,2014-07-08,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00132170,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Agallia,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Agalliinae;Agalliini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:9c0eff52-06f3-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Unknown,Agallia,,,Female,,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15fd13e0-04d6-4f98-b8f6-2ca4b91e1023,,,,,2014-08-25,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00132172,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",,,36.02250,36.02250,,,,,,,,,,1978-07-19,,,,Cicadellidae,,,,,Agallia,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,,Animalia;Arthropoda;Cicadellidae;Agalliinae;Agalliini,,,,,,,,,,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:ced4f206-d20b-11e3-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Agallia,,,Male,,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419f539-d980-4b18-96ea-2dabc67dd2c9,,,,,2014-11-29,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,associated with:Gossypium sp.,PreservedSpecimen,,,MEMU_ENT 00148585,,,,,,,United States,,Chowan,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1984,,36.02250,36.02250,,,,,,,,,,1978-06-27,,,,Cicadellidae,,,,,Graphocephala,,,,Location over water. Uncert covers land on boths sides 4931 m,,,,,,cultivated cotton,Animalia;Arthropoda;Cicadellidae;Cicadellinae;Cicadellini,,,,,,,,,L. W. Hepner,1,,,,MEMU,,,,,,,,,,Adult,,4 mi WSW of Edenton,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:1d95013e-6c39-11e4-8259-0026552be7ea,,,,,,"Mississippi Entomological Museum, Mississippi State University",,,,,,,W. A. Dickerson,,,,,,Vacuum Sampling,Graphocephala versuta,"(Say,1830)",,Male,versuta,,North Carolina,,,,,,None,,,,,,,,,,,,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e1c21a-d621-47ad-a0fc-543c1a23fc4c,,,,,2012-05-01,"Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 2015-03-18. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115",,,,,,,,,,,,,,,PreservedSpecimen,,,NCSU 0127078,,,,,,,United States,,Cumberland,,urn:uuid:f0cec69a-853c-11e4-8259-0026552be7ea,"Plants, herbivores, and parasitoids: A model system for the study of tri-trophic associations project",1997,,35.15147,35.15147,,,,,,,,,,1997-10-25,,,,Membracidae,,,,,Spissistilus,,,,Uncert 2826 m. Marker in space between end of 1813 and Hwy 82,,,,,,,Animalia;Arthropoda;Membracidae;Smiliinae;Ceresini,,,,,,,,,M. J. Rothschild,1,,,,NCSU,,,,,,,,,,Adult,,Hwy-82 at SR-1813,GeoLocate Software,,,,,,,,,,,,,,,,,,urn:uuid:8666011e-d8e1-11e2-99a2-0026552be7ea,,,,,,North Carolina State University Insect Collection,,,,,,,L. L. Deitz,,,,,,General Collecting,Spissistilus festinus,"(Say,1866)",,Female,festinus,,North Carolina,,,,,,None,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
